671150;AKU-1821640;2.51897E+12;Temperatûros reguliatorius 24V EBERSPACHER;1;vnt.;1.00 vnt.;KL-Real;38.55;
672283;AKU-1822715;9027299A;Kuro vamzdelis 5x1.5 JUODAS;2.15;m.;2.15 m.;KL-Serv;6.43;
672960;AKU-1823092;ZG FT-15R/LED0.5;Þibintas gabaritinis raudonas LED 12/24 POSIPOINT II;1;vnt.;1.00 vnt.;VL-Serv;16.9;
673203;AKU-1823752;1320203A;Sàvarþa iðmetimo vamzdþiui 30-33 mm;1;vnt.;1.00 vnt.;VL-Serv;3.54;
673415;AKU-1823365;A0054290344;Slëgio voþtuvas (naudotas);1;vnt.;1.00 vnt.;KN-Serv;25;
676331;AKU-1822365;A9416607714;Laipto vamzdþio laikiklis d.p MP3-6 (naudotas);1;vnt.;1.00 vnt.;VL-Serv;15;
676460;AKU-1822736;29784;Reduktoriaus riebokðliø kompl. FEBI;1;vnt.;1.00 vnt.;SL-Serv;16.14;
676461;AKU-1824099;30193;Oro filtras FEBI;2;vnt.;2.00 vnt.;SL-Serv;66.86;
676662;AKU-1822765;A9436664301DEF;Apatiniai laipteliai D.P. 2pak. DEFEKTAS MP3-6 (naudota);1;vnt.;1.00 vnt.;VL-Real;60;
677258;AKU-1823912;13576;Membrana 179x49-gili TYP 24 PE;1;vnt.;1.00 vnt.;KL-Serv;2.65;
677697;AKU-1821985;A9418300196;Salono ðildymo þarna padavimas(naudota);1;vnt.;1.00 vnt.;KN-Real;9.3;
680497;AKU-1821977;A9305209033;Laikiklis (naudotas);1;vnt.;1.00 vnt.;KN-Real;46;
680809;AKU-1821710;A9436800106;Panelës apdaila prie keleivio kojø (naudota);1;vnt.;1.00 vnt.;KN-Real;27.3;
